Ian's Industrial Installation
Warehouse 7, Industry Pl.
11/Sep/2005,9:00 PM
33,33,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,22,21,20,19,18,17,16,15
33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,22,21,20,19,18,17,16,15
33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,22,21,20,19,18,17,16,15
3,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,14,13,12,11,10,9,8,7,6,5
33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,14,13,12,11,10,9,8,7,6,5
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,1,1,14,14,24,45,67
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,1,1,14,14,24,45,67
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,1,1,14,14,24,45,67
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,5,3,1,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,5,3,1,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,14,14,24,45,67,24,23,22,21,20,19,18,17,16,15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,14,14,24,45,67,24,23,22,21,20,19,18,17,16,15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,14,14,24,45,67,11,11,11,0,14,13,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0
11,9,7,5,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,14,13,12,11,10,9,8,7,6,5
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,14,13,12,11,10,9,8,7,6,5
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,1,1,14,14,24,45,67
